Day,CP1_Mild_Moderate,CP2_Severe,CP3_Extreme,State4_Retreatment
0,0.43743743743743746,0.4114114114114114,0.15115115115115116,0.0
1,0.44234825720351745,0.4062445825701013,0.15000250217523287,0.001404658051148278
2,0.447163902857037,0.4011584495884299,0.14886143722678297,0.0028162103277502176
3,0.45188587151519954,0.39615167795800066,0.14772795556956717,0.0042344949572326275
4,0.4565156364882758,0.39122295578871913,0.14660205500681683,0.005659352716188335
5,0.4610546476694781,0.38637099341971404,0.14548373192350358,0.007090626987304336
6,0.4655043319182925,0.3815945230370183,0.1443729813276828,0.008528163717006425
7,0.4698660934373785,0.37689229829788906,0.14326979689092434,0.00997181137380809
8,0.4741413141431488,0.3722630939616514,0.14217417098784804,0.011421420907351756
9,0.4783313540301343,0.36770570552695225,0.1410860947347828,0.012876845708130639
10,0.4824375515292433,0.3632189488753112,0.14000555802756584,0.014337941567879662
11,0.48646122386001606,0.3588016599208599,0.13893254957849993,0.015804566640624084
12,0.49040366737697993,0.35445269426616033,0.13786705695248497,0.017276581404374717
13,0.4942661579102033,0.3501709268639971,0.13680906660234088,0.018753848623458764
14,0.4980499511001494,0.34595525168503743,0.13575856390333765,0.02023623331147549
15,0.5017562827269256,0.3418045813912597,0.13471553318694848,0.02172360269486622
16,0.5053863690340246,0.33771784701504515,0.13367995777384203,0.023215826177088165
17,0.5089414070466509,0.3336939976438388,0.13265182000612832,0.024712775303381944
18,0.5124225748847252,0.3297320001102781,0.13163110127887406,0.026214323726122618
19,0.515831032070657,0.32583083868769663,0.13061778207090163,0.02772034717074468
20,0.519167919831975,0.3219895147909078,0.12961184197488645,0.029230723402230836
21,0.5224343613989022,0.318207046682176,0.12861325972676632,0.030745332192155417
22,0.5256314622969631,0.3144824691822861,0.1276220132344779,0.03226405528627294
23,0.5287603106347049,0.31081483338662047,0.12663807960603224,0.03378677637264248
24,0.531821977386619,0.3072032063861578,0.12566143517694423,0.03531338105027906
25,0.5348175166713428,0.30364667099330606,0.12469205553702835,0.03684375679832278
26,0.5377479660252217,0.30014432547248754,0.12372991555657338,0.038377792945717505
27,0.5406143466713105,0.2966952832753903,0.1227749894119095,0.039915380641389726
28,0.5434176637838938,0.2932986727808067,0.12182725061037952,0.04145641282492007
29,0.5461589067485972,0.28995363703897814,0.12088667201472622,0.043000784197698344
30,0.5488390494181694,0.28665933352036765,0.11995322586690862,0.044548391194554414
31,0.5514590503640032,0.28341493386878236,0.11902688381135769,0.0460991319558568
32,0.5540198531234739,0.28021962365877107,0.11810761691768391,0.04765290630007104
33,0.5565223864431605,0.2770726021572221,0.11719539570284732,0.04920961569677012
34,0.5589675645180224,0.2739730820890867,0.11629019015280155,0.05076916324008929
35,0.5613562872266016,0.2709202894071584,0.11539196974362204,0.05233145362261805
36,0.5636894403623135,0.26791346306583547,0.11450070346212965,0.05389639310972136
37,0.5659678958608974,0.26495185479879935,0.11361635982601968,0.055463889514283646
38,0.5681925120240877,0.2620347289005378,0.1127389069035067,0.05703385217186775
39,0.5703641337395748,0.25916136201164786,0.11186831233249503,0.05860619191628225
40,0.5724835926973117,0.2563310429078531,0.11100454333928475,0.060180821055550324
41,0.5745517076022357,0.2535430722926683,0.11014756675682295,0.061757653348273045
42,0.5765692843834604,0.25079676259364947,0.10929734904250935,0.0633366039803808
43,0.5785371164000004,0.24809143776216744,0.1084538562955659,0.06491758954226637
44,0.5804559846430867,0.2454264330766411,0.10761705427397947,0.0665005280062928
45,0.5823266579351314,0.24280109494917265,0.10678690841102567,0.06808533870467036
46,0.5841498931253954,0.2402147807355244,0.10596338383138412,0.06967194230769594
47,0.5859264352824213,0.237666858548378,0.10514644536685182,0.07126026080234894
48,0.5876570178832761,0.23515670707382139,0.10433605757166464,0.07285021747123792
49,0.5893423629996695,0.23268371539100463,0.10353218473743445,0.07444173687189165
50,0.5909831814809908,0.23024728279491077,0.10273479090770933,0.07603474481638912
51,0.5925801731343229,0.22784681862218772,0.1019438398921664,0.07762916835132296
52,0.5941340269014797,0.22548174207998717,0.10115929528044315,0.0792249357380901
53,0.5956454210331209,0.2231514820777578,0.1003811204556165,0.0808219764335048
54,0.5971150232599924,0.22085547706194336,0.09960927860733566,0.08242022107072855
55,0.5985434909613396,0.2185931748535321,0.09884373274461745,0.0840196014405109
56,0.5999314713305426,0.21636403248841057,0.09808444570830983,0.08562005047273705
57,0.6012796015380203,0.21416751606047146,0.09733138018323194,0.0872215022182762
58,0.602588508891449,0.21200310056742802,0.09658449870999679,0.08882389183112621
59,0.6038588109933398,0.20987026975928777,0.0958437636965235,0.09042715555084899
60,0.6050911158960216,0.2077685159894401,0.09510913742924575,0.09203123068529256
61,0.6062860222540724,0.2056973400683102,0.09438058208402324,0.09363605559359425
62,0.6074441194742397,0.20365625111953764,0.09365805973676178,0.09524156966946089
63,0.6085659878628975,0.20164476643863274,0.09294153237374894,0.09684771332472078
64,0.609652198771075,0.19966241135406976,0.09223096190171134,0.0984544279731439
65,0.6107033147371029,0.19770871909077375,0.09152631015759889,0.10006165601452431
66,0.6117198896269159,0.19578323063595884,0.09082753891810282,0.10166934081902232
67,0.612702468772049,0.19388549460727816,0.09013460990891249,0.10327742671176025
68,0.6136515891053691,0.1920150671232451,0.08944748481371702,0.10488585895766869
69,0.6145677792945787,0.19017151167588486,0.08876612528295733,0.10649458374657907
70,0.6154515598735291,0.1883543990055799,0.08809049294233355,0.10810354817855734
71,0.61630344337138,0.18656330697806978,0.08742054940107373,0.10971270024947652
72,0.6171239344396419,0.18479782046356713,0.08675625625996872,0.11132198883682234
73,0.6179135299771368,0.18305753121795545,0.08609757511917834,0.1129313636857295
74,0.6186727192529119,0.18134203776603042,0.085444467585814,0.11454077539524361
75,0.6194019840271421,0.17965094528674952,0.08479689528130234,0.11615017540480604
76,0.6201017986700509,0.17798386550045642,0.0841548198485354,0.11775951598095721
77,0.6207726302788898,0.1763404165580439,0.08351820295881114,0.11936875020425511
78,0.6214149387930014,0.17472022293202352,0.08288700631856964,0.1209778319564054
79,0.6220291771070041,0.17312291530946755,0.08226119167592938,0.12258671590759901
80,0.6226157911821258,0.1715481304867913,0.08164072082702747,0.12419535750405537
81,0.6231752201557217,0.16999551126634338,0.0810255556221691,0.12580371295576587
82,0.6237078964490015,0.16846470635477367,0.08041565797178976,0.1274117392244351
83,0.6242142458730008,0.1669553702631467,0.07981098985223488,0.1290193940116176
84,0.6246946877328237,0.16546716320877095,0.07921151331136038,0.13062663574704497
85,0.6251496349301853,0.16399975101871409,0.07861719047395922,0.13223342357714146
86,0.6255794940642839,0.16255280503497516,0.07802798354701614,0.13383971735372474
87,0.6259846655310295,0.1611260020212852,0.07744385482479685,0.13544547762288842
88,0.6263655436206574,0.15971902407150584,0.0768647666937729,0.13705066561406373
89,0.6267225166137527,0.15833155851960262,0.07629068163738799,0.1386552432292568
90,0.6270559668757123,0.1569632978511605,0.07572156224066781,0.14025917303245944
91,0.6273662709496722,0.155613939616419,0.07515737119467837,0.14186241823923046
92,0.6276537996479234,0.15428318634479835,0.07459807130083491,0.1434649427064432
93,0.6279189181418436,0.15297074546089168,0.074043625475066,0.14506671092219872
94,0.628161986050367,0.15167632920189672,0.07349399675183542,0.14666768799590085
95,0.6283833575270195,0.15039965453646548,0.07294914828802508,0.14826783964849
96,0.6285833813455426,0.1491404430849404,0.07240904336668307,0.14986713220283393
97,0.6287624009841266,0.14789842104096218,0.07187364540063874,0.15146553257427248
98,0.6289207547082802,0.14667331909441722,0.07134291793598882,0.15306300826131375
99,0.6290587756523568,0.1454648723557066,0.0708168246554572,0.15465952733647947
100,0.629176791899761,0.14427282028131144,0.07029532938163131,0.1562550584372963
101,0.6292751265618562,0.143096906600633,0.06977839608007833,0.1578495707574324
102,0.6293540978555969,0.14193687924408518,0.06926598886234349,0.15944303403797458
103,0.6294140191799034,0.14079249027241764,0.06875807198883394,0.16103541855884515
104,0.6294551991908041,0.13966349580724913,0.06825460987159002,0.16262669513035674
105,0.6294779418753633,0.13854965596278798,0.06775556707694792,0.1642168350849008
106,0.6294825466244143,0.13745073477872174,0.06726090832809463,0.16580581026876934
107,0.6294693083041186,0.13636650015425472,0.0667705985075194,0.1673935930341074
108,0.6294385173263725,0.13529672378327157,0.0662846026593628,0.1689801562309931
109,0.6293904597180761,0.13424118109061198,0.06580288599166716,0.17056547319964477
110,0.6293254171892865,0.1331996511694326,0.06532541387852955,0.1721495177627514
111,0.6292436672002744,0.13217191671963935,0.06485215186216063,0.17373226421792573
112,0.6291454830274981,0.1311577639873735,0.06438306565485098,0.17531368733027747
113,0.6290311338285193,0.1301569827055288,0.06391812114084762,0.17689376232510415
114,0.6289008847058718,0.1291693660352865,0.06345728437814274,0.178472464880699
115,0.6287549967699037,0.1281947105086476,0.06300052160017663,0.1800497711212721
116,0.6285937272006114,0.12723281597194633,0.06254779921745764,0.18162565760998475
117,0.6284173293084783,0.1262834855303276,0.062099083819099885,0.18320010134209433
118,0.6282260525943378,0.12534652549317216,0.06165434217428257,0.18477307973820742
119,0.6280201428082758,0.12442174532045258,0.061213541233631055,0.18634457063764057
120,0.6277998420075879,0.12350895757000352,0.06077664813052287,0.18791455229188575
121,0.6275653886138072,0.12260797784569286,0.06034363018232022,0.1894830033581798
122,0.6273170174688198,0.12171862474647403,0.0599144548915307,0.19104990289317542
123,0.6270549598900803,0.12084071981630941,0.059489089946898006,0.19261523034671219
124,0.6267794437249432,0.11997408749494459,0.05906750322442506,0.19417896555568706
125,0.626490693404127,0.1191185550695227,0.05864966278833016,0.19574108873802015
126,0.6261889299943205,0.1182739526270233,0.05823553689193892,0.1973015804867173
127,0.6258743712499513,0.11744011300750923,0.05782509397851353,0.198860421764026
128,0.6255472316641253,0.11661687175817145,0.057418302682020056,0.2004175938956831
129,0.6252077225187531,0.11580406708815626,0.05701513182783644,0.20197307856525432
130,0.6248560519338779,0.11500153982415814,0.05661555043340255,0.20352685780856136
131,0.6244924249162149,0.11420913336677226,0.0562195277088133,0.2050789140081995
132,0.6241170434069178,0.11342669364758692,0.05582703305735699,0.20662922988813842
133,0.6237301063285834,0.11265406908700666,0.055438036075999654,0.20817778850841026
134,0.6233318096315104,0.11189111055279077,0.055052506555817754,0.2097245732598811
135,0.6229223463392176,0.11113767131929912,0.05467041448237986,0.21126956785910334
136,0.6225019065932408,0.11039360702742977,0.05429173003607883,0.2128127563432505
137,0.6220706776972185,0.10965877564523434,0.05391642359241625,0.21435412306513088
138,0.621628844160273,0.10893303742920764,0.053544465722239934,0.21589365268827965
139,0.621176587739706,0.1082162548862299,0.05317582719193619,0.21743133018212796
140,0.6207140874830164,0.1075082927361577,0.05281047896357792,0.2189671408172481
141,0.6202415197692481,0.10680901787504891,0.05244839219502977,0.2205010701606731
142,0.619759058349687,0.10611829933901219,0.05208953824001137,0.22203310407128937
143,0.6192668743879077,0.10543600826866972,0.05173388864812056,0.22356322869530187
144,0.6187651364991907,0.10476201787422175,0.05138141516481688,0.2250914304617706
145,0.6182540107893129,0.10409620340110444,0.05103208973136687,0.22661769607821586
146,0.6177336608927235,0.10343844209623079,0.050685884484752246,0.22814201252629338
147,0.6172042480101197,0.10278861317480091,0.05034277175754233,0.229664367057537
148,0.6166659309454244,0.10214659778767769,0.05000272407773105,0.2311847471891667
149,0.6161188661421828,0.10151227898931332,0.04966571416854028,0.23270314069996362
150,0.6155632077193823,0.10088554170621922,0.049331714948190365,0.23421953562620812
151,0.6149991075067087,0.10026627270597081,0.0490006995296381,0.23573392025768236
152,0.614426715079246,0.09965436056673449,0.04867264122028475,0.2372462831337347
153,0.6138461777916275,0.09904969564731425,0.04834751352165294,0.2387566130394052
154,0.6132576408116523,0.09845217005770092,0.04802529012903521,0.2402648990016115
155,0.6126612471533692,0.09786167763012169,0.04770594493111403,0.24177113028539501
156,0.6120571377096421,0.09727811389057908,0.04738945200955469,0.2432752963902242
157,0.6114454512842018,0.09670137603087088,0.04707578563857155,0.2447773870463558
158,0.6108263246231959,0.0961313628810816,0.04676492028446874,0.24627739221125383
159,0.6101998924462408,0.0955679748825412,0.04645683060515615,0.2477753020660617
160,0.6095662874769879,0.09501111406123876,0.04615149144964158,0.24927110701213162
161,0.6089256404732093,0.09446068400168509,0.045848877857499054,0.25076479766760656
162,0.608278080256412,0.09391658982121734,0.04554896505831568,0.2522563648640551
163,0.6076237337409875,0.09337873814473717,0.04525172847111597,0.25374579964315924
164,0.6069627259629063,0.09284703707987445,0.044957143703765974,0.2552330932534531
165,0.6062951801079611,0.09232139619257046,0.04466518655235639,0.256718237147112
166,0.6056212175395683,0.0918017264830731,0.04437583300056715,0.2582012229767914
167,0.6049409578261374,0.09128794036233603,0.044089059219011954,0.2596820425925145
168,0.6042545187680091,0.09077995162881598,0.043804841564565926,0.2611606880386089
169,0.6035620164239753,0.09027767544566029,0.043523156579674864,0.26263715155068945
170,0.6028635651373835,0.08978102831828084,0.0432439809916481,0.26411142555268763
171,0.6021592775618346,0.08928992807230282,0.04296729171193458,0.26558350265392805
172,0.6014492646864804,0.08880429383188596,0.04269306583538425,0.2670533756462493
173,0.600733635860926,0.08832404599841177,0.042421280639493325,0.2685210375011689
174,0.6000124988197453,0.08784910622952691,0.04215191358363587,0.2699864813670919
175,0.5992859597066137,0.08737939741854116,0.0418849423082812,0.27144970056656387
176,0.5985541230980674,0.08691484367417072,0.04162034463419772,0.272910688593564
177,0.5978170920268915,0.08645537030062196,0.04135809856164466,0.274369439110842
178,0.5970749680051441,0.08600090377801088,0.041098182269550684,0.2758259459472942
179,0.5963278510468276,0.08555137174311,0.040840574114681366,0.2772802030953811
180,0.5955758396902006,0.08510670297042003,0.040585252630795134,0.27873220470858445
181,0.5948190310197505,0.08466682735355864,0.040332196527788466,0.28018194509890226
182,0.5940575206878235,0.08423167588696072,0.04008138469083097,0.2816294187343848
183,0.5932914029359165,0.0838011806478882,0.039832796179490246,0.28307462023670504
184,0.592520770615644,0.08337527477873898,0.03958641022684804,0.2845175443787689
185,0.591745715209378,0.08295389246965393,0.039342206238606736,0.2859581860823613
186,0.5909663268505687,0.08253696894141509,0.03910016379218776,0.28739654041582835
187,0.590182694343753,0.08212444042863071,0.03886026263582191,0.2888326025917943
188,0.5893949051842516,0.08171624416320171,0.038622482687632215,0.29026636796491434
189,0.5886030455775645,0.08131231835806482,0.03838680403470874,0.29169783202966193
190,0.5878072004584641,0.08091260219120945,0.038153206932177594,0.2931269904181488
191,0.5870074535097994,0.08051703578995899,0.037921671802262545,0.29455383889797904
192,0.5862038871810038,0.08012556021551875,0.03769217923334129,0.29597837337013616
193,0.5853965827063237,0.07973811744777942,0.03746470997899533,0.29740058986690165
194,0.5845856201227627,0.07935465037037664,0.03723924495705473,0.298820484549806
195,0.583771078287753,0.0789751027559989,0.03701576524863771,0.3002380537076104
196,0.5829530348965521,0.07859941925194219,0.03679425209718613,0.30165329375431943
197,0.5821315664993755,0.07822754536590455,0.03657468690749542,0.3030662012272245
198,0.5813067485182638,0.07785942745201904,0.036357051244741305,0.30447677278497576
199,0.5804786552636926,0.07749501269712004,0.036141326833502706,0.3058850052056847
200,0.5796473599509275,0.07713424910723707,0.035927495556780834,0.3072908953850546
201,0.5788129347161284,0.07677708549431574,0.03571553945501518,0.3086944403345407
202,0.5779754506322073,0.07642347146315917,0.03550544072509702,0.3100956371795366
203,0.5771349777244437,0.07607335739858787,0.035297181719379574,0.311494483157589
204,0.5762915849858602,0.07572669445281266,0.03509074494468676,0.31289097561664037
205,0.575445340392366,0.07538343453301852,0.03488611306131909,0.31428511201329645
206,0.574596310917665,0.07504353028915514,0.034683268882057874,0.3156768899111219
207,0.5737445625479398,0.07470693510193138,0.034482195371168325,0.3170663069789604
208,0.5728901602963105,0.07437360307100799,0.03428287564340106,0.31845336098928057
209,0.5720331682170723,0.0740434890033886,0.03408529296299194,0.319838049816547
210,0.5711736494197188,0.07371654840200231,0.03388943074266228,0.3212203714356167
211,0.5703116660827481,0.07339273745447736,0.03369527254261709,0.32260032392015753
212,0.569447279467263,0.07307201302209897,0.03350280206954403,0.323977905441094
213,0.5685805499303607,0.07275433262895563,0.0333120031756113,0.32535311426507246
214,0.5677115369383217,0.07243965445125945,0.03312285985746588,0.326725948752953
215,0.5668402990795979,0.07212793730684786,0.03293535625523224,0.328096407358322
216,0.5659668940776024,0.07181914064485875,0.032749476651510685,0.3294644886260282
217,0.5650913788033066,0.07151322453557656,0.03256520547037697,0.3308301911907398
218,0.5642138092876469,0.07121014966044628,0.032382527276382474,0.3321935137755243
