,CP1_Mild_Moderate,CP2_Severe,CP3_Extreme,State4_Retreatment
CP1_Mild_Moderate,-0.0036245353159851303,0.0011617100371747212,0.0001858736059479554,0.0022769516728624534
CP2_Severe,0.013918038219374793,-0.015795868772782502,0.0013255274494642659,0.0005523031039434442
CP3_Extreme,0.005414312617702448,0.005178907721280603,-0.011770244821092278,0.0011770244821092278
State4_Retreatment,0.0,0.0,0.0,-0.0
